"item","difficulty_mean","difficulty_SD","difficulty_Rhat","discrimination_mean","discrimination_SD","discrimination_Rhat"
"1",0.53807071065787,0.0001019858082717,1,0.918192248033278,9.85401022624262e-05,1
"2",-1.28857459556224,9.81856349444555e-05,1,0.454060158012448,9.90476458894198e-05,1
"3",1.20479562513247,9.81385163098506e-05,1,0.714780930680521,9.79890569929841e-05,1
"4",1.08418098984237,9.92337609002362e-05,1,0.299743847729213,9.99497187473077e-05,1
"5",1.03244692775205,0.000100643152623286,1,0.835457034964196,0.000101077466745948,1
"6",2.97331933623452,0.00010158900253421,1,0.807189672237235,9.80330484835681e-05,1
"7",0.458837093380297,9.78479282772984e-05,1,0.471982824170328,9.89319281010359e-05,1
"8a",-1.40823303578979,0.000100327483315925,1,1.33592381500363,9.87558817094237e-05,1
"8b",-0.971512705699238,9.96668758643318e-05,1,0.807277631051234,0.000101436799179911,1
"8c",-0.738897025867013,9.92102158710374e-05,1,0.219526226159515,0.000101126181912926,1
"8d",-0.186492433958935,0.000104421485836675,1,0.671559977901045,0.000100102492859592,1
"9",1.00362382926175,9.99497992357505e-05,1,0.256215835771066,0.000103417630769426,1
"10a",-1.63714540728117,0.000100701941467318,1,2.36538661404444,0.00010167396139089,1
"10b",0.319636700881073,0.000101560647401027,1,2.29152181652249,0.000102378498805767,1
"10c",1.05724393489963,0.000100928619227209,1,1.83805119803699,0.000100073005815765,1
"11",0.649645146806602,9.73559547828559e-05,1,0.540910594746054,9.95454305832646e-05,1
"12",0.658399425554941,0.000100536018828017,1,0.74107855260123,9.793386299351e-05,1
"13",0.27971488749451,9.95406535925161e-05,1,0.591159484688543,9.75592734165261e-05,1
"14",1.7098218508126,0.000100544767358935,1,0.313722928997034,0.00010039974803702,1
"15a",0.43002531182007,9.97781316120607e-05,1,1.14742938517071,9.99521616274056e-05,1
"15b",-0.410558350576378,9.95802781755195e-05,1,0.876263703042498,0.00010049419888308,1
"15c",-0.615989068591346,0.000100903854911965,1,0.869953908475843,0.00010192788523414,1.01
"16",0.422159565575147,0.000101492178972867,1,0.564846986106266,9.80257034933067e-05,1
"17",1.16500992436443,0.000100283519930838,1,1.0803094441312,9.91519881092966e-05,1
"18",-0.129968124611734,0.000100757027622696,1,0.730937709569395,9.77163882600803e-05,1
"21",1.01156432351289,0.000100751904506842,1,0.962396887602785,0.000101555450426594,1
"22",0.0492391975804804,9.89717596998107e-05,1,0.999416974605002,0.000100848516443626,1
