"item","difficulty_mean","difficulty_SD","difficulty_Rhat","discrimination_mean","discrimination_SD","discrimination_Rhat"
"13",0.74017024699259,9.84528385693311e-05,1,1.24768013572458,0.000100496479274308,1
"14",1.979694494443,0.00010099503480819,1,0.819070305209189,0.000101639285507295,1
"15a",1.35163057748214,9.85915829477612e-05,1,2.54107505227765,9.71010535896299e-05,1
"15b",0.900078379220984,9.98818545020535e-05,1,3.47556313795962,9.90534994522202e-05,1
"15c",0.452850496509555,0.000102194834546544,1,2.72536766266902,9.91413915463159e-05,1
"16",1.009949782085,9.93597587104906e-05,1,1.18984826853063,9.8921444408441e-05,1
"17",1.85478012015242,0.000100747129358265,1,2.25468465674067,0.000101445835106588,1
"18",0.378250948287731,0.000100995673114242,1,1.79564866490744,9.81017033781165e-05,1
"21",1.86784378696447,0.000100470023777748,1,1.7503166518604,9.95280055060497e-05,1
"22",0.614606639802457,0.00010002379779921,1,1.98055294651539,9.98687835833538e-05,1
"1",1.38667879043741,0.000101116401911986,1,1.71682775740763,9.94112404979924e-05,1
"2",-0.410166345616016,0.000100104937553836,1,1.6194209450411,0.000100148059245808,1
"3",2.7625509898186,9.88710815654259e-05,1,2.64805777900981,0.000100418209857896,1
"4",1.41245623770557,0.000101325022189459,1,0.6563464797244,9.78005023984278e-05,1
"5",2.07412740166706,9.96462381017287e-05,1,1.96078316538707,9.82734890235268e-05,1
"6",4.03516794543422,9.95833508848067e-05,1,1.99513335858208,9.82904121717364e-05,1
"7",1.00862736331837,0.000102929983267012,1,1.10270550570678,0.00010218024874189,1
"8a",0.457218269118635,0.000101007795794484,1,3.89684555804362,9.78186601612919e-05,1
"8b",0.195086489854539,9.9922187755964e-05,1,2.01156621022092,9.98685326712788e-05,1
"8c",-0.189087671771509,0.000101435425389763,1,0.939534630886577,0.000100313048547473,1
"8d",0.912883715513693,9.92467202903697e-05,1,1.77197710979377,0.000100586857814082,1
"9",1.33058333407871,0.0001040523052501,1,0.648808863798223,9.85668626165148e-05,1
"10a",1.10952275279708,0.000103594731136142,1.01,5.271873643396,9.85436609396548e-05,1
"10b",1.69408295269689,0.000100517106717652,1,3.36870955168402,0.000101355235703278,1
"10c",2.50061096910277,0.00010107583642195,1,3.23576698267897,0.000100547034320252,1
"11",1.2095796640203,9.85853105473435e-05,1,1.13204623382147,9.81617360062487e-05,1
"12",1.39775183420066,9.94642862097247e-05,1,1.48458348305895,9.92709892565991e-05,1
