"","referent_units","partitioning_iterating","appropriateness","multiplicative_comparison"
"724526",0.536388888888888,0.0702777777777779,0.640833333333331,0.930722222222222
"617078",0.267277777777777,0.517666666666667,0.728055555555555,0.778555555555555
"292110",0.00877777777777779,0.129833333333333,0.919722222222223,0.919777777777778
"553106",0.342722222222223,0.0108888888888889,0.905055555555555,0.053833333333334
"607015",0.991388888888889,0.997222222222222,0.982444444444444,0.993888888888889
"845259",0.0432777777777776,0.00277777777777779,0.983222222222222,0.906777777777779
"100955",0.0681111111111112,0.00727777777777784,0.234222222222222,0.0717777777777784
"161584",1,0.964722222222222,0.982888888888889,0.997222222222222
"174131",0.203555555555557,0.997277777777778,0.723722222222223,0.118611111111112
"390016",0.993777777777778,0.000277777777777761,0.901611111111112,0.997388888888889
"285940",0.797833333333333,0.00188888888888893,0.906611111111111,0.0217777777777774
"801006",0.997888888888889,0.307833333333332,0.982722222222222,0.908777777777777
"308588",0.945555555555556,0.9975,0.938277777777778,0.968611111111111
"850648",0.327722222222223,0.0118333333333333,0.0176111111111108,0.0542777777777782
"842958",0.0238333333333337,0.100333333333334,0.0122222222222226,0.0678888888888896
"906079",0.0148888888888883,0.980166666666667,0.237333333333334,0.139055555555554
"077015",0.836777777777778,0.999111111111111,0.982555555555556,0.992111111111111
"358534",0.120222222222222,0.0912777777777782,0.685888888888893,0.0626111111111114
"101745",0.205333333333335,0.946388888888889,0.982833333333333,0.895166666666666
"872949",0.968166666666667,0.839222222222225,0.983055555555556,0.926611111111111
"898952",0.9875,0.997333333333333,0.902944444444445,0.992222222222222
"947453",0.0657777777777778,0.00777777777777776,0.983444444444445,0.0719444444444429
"399427",0.985777777777778,0.997388888888889,0.760277777777776,0.976611111111111
"888595",0.0526111111111113,0.100666666666667,0.00311111111111115,0.0683888888888882
"288787",0.0272222222222224,0.00805555555555544,0.0164444444444445,0.0768333333333324
"367447",0.566888888888893,0.39872222222222,0.607333333333334,0.0265000000000008
"517534",0.251944444444444,0.469000000000002,0.982055555555555,0.957277777777778
"306309",0.273888888888888,0.608833333333333,0.670888888888891,0.0220000000000001
"221042",0.999888888888889,0.000111111111111121,0.7275,0.998277777777778
"801662",0.984722222222222,0.000333333333333348,0.983166666666667,0.997277777777778
"036470",0.610333333333334,0.079722222222222,0.016333333333333,0.0292777777777772
"960072",0.233222222222221,0.00250000000000002,0.982277777777778,0.932555555555555
"258908",0.999722222222222,0.999888888888889,0.922222222222223,0.993277777777778
"474486",0.972388888888889,0.9805,0.982277777777778,0.900000000000001
